25.0,100,1.0,0.5,473732
25.0,100,1.0,0.6,473732
25.0,100,1.0,0.7,473732
25.0,100,1.0,0.8,473732
25.0,100,1.0,0.9,473732
25.0,100,1.0,1.0,473732
25.0,100,1.1,0.5,473732
25.0,100,1.1,0.6,473732
25.0,100,1.1,0.7,473732
25.0,100,1.1,0.8,473732
25.0,100,1.1,0.9,473732
25.0,100,1.1,1.0,473732
25.0,100,1.2,0.5,473732
25.0,100,1.2,0.6,473732
25.0,100,1.2,0.7,473732
25.0,100,1.2,0.8,473732
25.0,100,1.2,0.9,473732
25.0,100,1.2,1.0,473732
25.0,100,1.3,0.5,496614
25.0,100,1.3,0.6,496614
25.0,100,1.3,0.7,496614
25.0,100,1.3,0.8,496614
25.0,100,1.3,0.9,496614
25.0,100,1.3,1.0,496614
25.0,100,1.4,0.5,513339
25.0,100,1.4,0.6,513339
25.0,100,1.4,0.7,513339
25.0,100,1.4,0.8,513339
25.0,100,1.4,0.9,513339
25.0,100,1.4,1.0,513339
25.0,100,1.5,0.5,339321
25.0,100,1.5,0.6,339321
25.0,100,1.5,0.7,339321
25.0,100,1.5,0.8,339321
25.0,100,1.5,0.9,339321
25.0,100,1.5,1.0,339321
25.0,150,1.0,0.5,506244
25.0,150,1.0,0.6,506244
25.0,150,1.0,0.7,506244
25.0,150,1.0,0.8,506244
25.0,150,1.0,0.9,506244
25.0,150,1.0,1.0,506244
25.0,150,1.1,0.5,329464
25.0,150,1.1,0.6,329464
25.0,150,1.1,0.7,329464
25.0,150,1.1,0.8,329464
25.0,150,1.1,0.9,329464
25.0,150,1.1,1.0,329464
25.0,150,1.2,0.5,329464
25.0,150,1.2,0.6,329464
25.0,150,1.2,0.7,329464
25.0,150,1.2,0.8,329464
25.0,150,1.2,0.9,329464
25.0,150,1.2,1.0,329464
25.0,150,1.3,0.5,487766
25.0,150,1.3,0.6,487766
25.0,150,1.3,0.7,487766
25.0,150,1.3,0.8,487766
25.0,150,1.3,0.9,487766
25.0,150,1.3,1.0,487766
25.0,150,1.4,0.5,496020
25.0,150,1.4,0.6,496020
25.0,150,1.4,0.7,496020
25.0,150,1.4,0.8,496020
25.0,150,1.4,0.9,496020
25.0,150,1.4,1.0,496020
25.0,150,1.5,0.5,339258
25.0,150,1.5,0.6,339258
25.0,150,1.5,0.7,339258
25.0,150,1.5,0.8,339258
25.0,150,1.5,0.9,339258
25.0,150,1.5,1.0,339258
25.0,200,1.0,0.5,484050
25.0,200,1.0,0.6,484050
25.0,200,1.0,0.7,484050
25.0,200,1.0,0.8,484050
25.0,200,1.0,0.9,484050
25.0,200,1.0,1.0,484050
25.0,200,1.1,0.5,483527
25.0,200,1.1,0.6,483527
25.0,200,1.1,0.7,483527
25.0,200,1.1,0.8,483527
25.0,200,1.1,0.9,483527
25.0,200,1.1,1.0,483527
25.0,200,1.2,0.5,483527
25.0,200,1.2,0.6,483527
25.0,200,1.2,0.7,483527
25.0,200,1.2,0.8,483527
25.0,200,1.2,0.9,483527
25.0,200,1.2,1.0,483527
25.0,200,1.3,0.5,510423
25.0,200,1.3,0.6,510423
25.0,200,1.3,0.7,510423
25.0,200,1.3,0.8,510423
25.0,200,1.3,0.9,510423
25.0,200,1.3,1.0,510423
25.0,200,1.4,0.5,483642
25.0,200,1.4,0.6,483642
25.0,200,1.4,0.7,483642
25.0,200,1.4,0.8,483642
25.0,200,1.4,0.9,483642
25.0,200,1.4,1.0,483642
25.0,200,1.5,0.5,471205
25.0,200,1.5,0.6,471205
25.0,200,1.5,0.7,471205
25.0,200,1.5,0.8,471205
25.0,200,1.5,0.9,471205
25.0,200,1.5,1.0,471205
25.0,250,1.0,0.5,483808
25.0,250,1.0,0.6,483808
25.0,250,1.0,0.7,483808
25.0,250,1.0,0.8,483808
25.0,250,1.0,0.9,483808
25.0,250,1.0,1.0,483808
25.0,250,1.1,0.5,459151
25.0,250,1.1,0.6,459151
25.0,250,1.1,0.7,459151
25.0,250,1.1,0.8,459151
25.0,250,1.1,0.9,459151
25.0,250,1.1,1.0,459151
25.0,250,1.2,0.5,459151
25.0,250,1.2,0.6,459151
25.0,250,1.2,0.7,459151
25.0,250,1.2,0.8,459151
25.0,250,1.2,0.9,459151
25.0,250,1.2,1.0,459151
25.0,250,1.3,0.5,487922
25.0,250,1.3,0.6,487922
25.0,250,1.3,0.7,487922
25.0,250,1.3,0.8,487922
25.0,250,1.3,0.9,487922
25.0,250,1.3,1.0,487922
25.0,250,1.4,0.5,482090
25.0,250,1.4,0.6,482090
25.0,250,1.4,0.7,482090
25.0,250,1.4,0.8,482090
25.0,250,1.4,0.9,482090
25.0,250,1.4,1.0,482090
25.0,250,1.5,0.5,461345
25.0,250,1.5,0.6,461345
25.0,250,1.5,0.7,461345
25.0,250,1.5,0.8,461345
25.0,250,1.5,0.9,461345
25.0,250,1.5,1.0,461345
25.0,300,1.0,0.5,514484
25.0,300,1.0,0.6,514484
25.0,300,1.0,0.7,514484
25.0,300,1.0,0.8,514484
25.0,300,1.0,0.9,514484
25.0,300,1.0,1.0,514484
25.0,300,1.1,0.5,514484
25.0,300,1.1,0.6,514484
25.0,300,1.1,0.7,514484
25.0,300,1.1,0.8,514484
25.0,300,1.1,0.9,514484
25.0,300,1.1,1.0,514484
25.0,300,1.2,0.5,474442
25.0,300,1.2,0.6,474442
25.0,300,1.2,0.7,474442
25.0,300,1.2,0.8,474442
25.0,300,1.2,0.9,474442
25.0,300,1.2,1.0,474442
25.0,300,1.3,0.5,457914
25.0,300,1.3,0.6,457914
25.0,300,1.3,0.7,457914
25.0,300,1.3,0.8,457914
25.0,300,1.3,0.9,457914
25.0,300,1.3,1.0,457914
25.0,300,1.4,0.5,539003
25.0,300,1.4,0.6,539003
25.0,300,1.4,0.7,539003
25.0,300,1.4,0.8,539003
25.0,300,1.4,0.9,539003
25.0,300,1.4,1.0,539003
25.0,300,1.5,0.5,539003
25.0,300,1.5,0.6,539003
25.0,300,1.5,0.7,539003
25.0,300,1.5,0.8,539003
25.0,300,1.5,0.9,539003
25.0,300,1.5,1.0,539003
25.0,350,1.0,0.5,515125
25.0,350,1.0,0.6,515125
25.0,350,1.0,0.7,515125
25.0,350,1.0,0.8,515125
25.0,350,1.0,0.9,515125
25.0,350,1.0,1.0,515125
25.0,350,1.1,0.5,481555
25.0,350,1.1,0.6,481555
25.0,350,1.1,0.7,481555
25.0,350,1.1,0.8,481555
25.0,350,1.1,0.9,481555
25.0,350,1.1,1.0,481555
25.0,350,1.2,0.5,481555
25.0,350,1.2,0.6,481555
25.0,350,1.2,0.7,481555
25.0,350,1.2,0.8,481555
25.0,350,1.2,0.9,481555
25.0,350,1.2,1.0,481555
25.0,350,1.3,0.5,488057
25.0,350,1.3,0.6,488057
25.0,350,1.3,0.7,488057
25.0,350,1.3,0.8,488057
25.0,350,1.3,0.9,488057
25.0,350,1.3,1.0,488057
25.0,350,1.4,0.5,330036
25.0,350,1.4,0.6,330036
25.0,350,1.4,0.7,330036
25.0,350,1.4,0.8,330036
25.0,350,1.4,0.9,330036
25.0,350,1.4,1.0,330036
25.0,350,1.5,0.5,330036
25.0,350,1.5,0.6,330036
25.0,350,1.5,0.7,330036
25.0,350,1.5,0.8,330036
25.0,350,1.5,0.9,330036
25.0,350,1.5,1.0,330036
16.666666666666664,100,1.0,0.5,477876
16.666666666666664,100,1.0,0.6,477876
16.666666666666664,100,1.0,0.7,477876
16.666666666666664,100,1.0,0.8,477876
16.666666666666664,100,1.0,0.9,477876
16.666666666666664,100,1.0,1.0,477876
16.666666666666664,100,1.1,0.5,477876
16.666666666666664,100,1.1,0.6,477876
16.666666666666664,100,1.1,0.7,477876
16.666666666666664,100,1.1,0.8,477876
16.666666666666664,100,1.1,0.9,477876
16.666666666666664,100,1.1,1.0,477876
16.666666666666664,100,1.2,0.5,477876
16.666666666666664,100,1.2,0.6,477876
16.666666666666664,100,1.2,0.7,477876
16.666666666666664,100,1.2,0.8,477876
16.666666666666664,100,1.2,0.9,477876
16.666666666666664,100,1.2,1.0,477876
16.666666666666664,100,1.3,0.5,515021
16.666666666666664,100,1.3,0.6,515021
16.666666666666664,100,1.3,0.7,515021
