25.0,100,1.0,0.5,417445
25.0,100,1.0,0.6,417545
25.0,100,1.0,0.7,413269
25.0,100,1.0,0.8,414886
25.0,100,1.0,0.9,419002
25.0,100,1.0,1.0,336609
25.0,100,1.1,0.5,419951
25.0,100,1.1,0.6,419951
25.0,100,1.1,0.7,428250
25.0,100,1.1,0.8,432865
25.0,100,1.1,0.9,419653
25.0,100,1.1,1.0,428172
25.0,100,1.2,0.5,484381
25.0,100,1.2,0.6,484381
25.0,100,1.2,0.7,484860
25.0,100,1.2,0.8,457760
25.0,100,1.2,0.9,456217
25.0,100,1.2,1.0,450871
25.0,100,1.3,0.5,552523
25.0,100,1.3,0.6,462736
25.0,100,1.3,0.7,463443
25.0,100,1.3,0.8,521122
25.0,100,1.3,0.9,477084
25.0,100,1.3,1.0,457415
25.0,100,1.4,0.5,491064
25.0,100,1.4,0.6,462736
25.0,100,1.4,0.7,463443
25.0,100,1.4,0.8,521122
25.0,100,1.4,0.9,522598
25.0,100,1.4,1.0,472987
25.0,100,1.5,0.5,533042
25.0,100,1.5,0.6,464853
25.0,100,1.5,0.7,463443
25.0,100,1.5,0.8,545687
25.0,100,1.5,0.9,490678
25.0,100,1.5,1.0,499197
25.0,150,1.0,0.5,412327
25.0,150,1.0,0.6,422721
25.0,150,1.0,0.7,422721
25.0,150,1.0,0.8,409362
25.0,150,1.0,0.9,401501
25.0,150,1.0,1.0,336609
25.0,150,1.1,0.5,412772
25.0,150,1.1,0.6,435682
25.0,150,1.1,0.7,435682
25.0,150,1.1,0.8,421433
25.0,150,1.1,0.9,431717
25.0,150,1.1,1.0,425291
25.0,150,1.2,0.5,475133
25.0,150,1.2,0.6,475133
25.0,150,1.2,0.7,475133
25.0,150,1.2,0.8,472329
25.0,150,1.2,0.9,452284
25.0,150,1.2,1.0,447090
25.0,150,1.3,0.5,535257
25.0,150,1.3,0.6,491905
25.0,150,1.3,0.7,491905
25.0,150,1.3,0.8,459567
25.0,150,1.3,0.9,510085
25.0,150,1.3,1.0,461944
25.0,150,1.4,0.5,535257
25.0,150,1.4,0.6,487912
25.0,150,1.4,0.7,487912
25.0,150,1.4,0.8,548798
25.0,150,1.4,0.9,541927
25.0,150,1.4,1.0,461944
25.0,150,1.5,0.5,525529
25.0,150,1.5,0.6,566337
25.0,150,1.5,0.7,542613
25.0,150,1.5,0.8,559372
25.0,150,1.5,0.9,555467
25.0,150,1.5,1.0,464851
25.0,200,1.0,0.5,402376
25.0,200,1.0,0.6,402376
25.0,200,1.0,0.7,402376
25.0,200,1.0,0.8,403151
25.0,200,1.0,0.9,408543
25.0,200,1.0,1.0,336609
25.0,200,1.1,0.5,422124
25.0,200,1.1,0.6,422124
25.0,200,1.1,0.7,422124
25.0,200,1.1,0.8,422070
25.0,200,1.1,0.9,421471
25.0,200,1.1,1.0,410463
25.0,200,1.2,0.5,506367
25.0,200,1.2,0.6,506367
25.0,200,1.2,0.7,506367
25.0,200,1.2,0.8,489525
25.0,200,1.2,0.9,440414
25.0,200,1.2,1.0,437519
25.0,200,1.3,0.5,509170
25.0,200,1.3,0.6,498432
25.0,200,1.3,0.7,498432
25.0,200,1.3,0.8,529936
25.0,200,1.3,0.9,485946
25.0,200,1.3,1.0,458622
25.0,200,1.4,0.5,518167
25.0,200,1.4,0.6,493088
25.0,200,1.4,0.7,493088
25.0,200,1.4,0.8,525383
25.0,200,1.4,0.9,479251
25.0,200,1.4,1.0,458622
25.0,200,1.5,0.5,518167
25.0,200,1.5,0.6,551691
25.0,200,1.5,0.7,551691
25.0,200,1.5,0.8,525945
25.0,200,1.5,0.9,555056
25.0,200,1.5,1.0,480317
25.0,250,1.0,0.5,394492
25.0,250,1.0,0.6,394492
25.0,250,1.0,0.7,390786
25.0,250,1.0,0.8,403173
25.0,250,1.0,0.9,400977
25.0,250,1.0,1.0,336609
25.0,250,1.1,0.5,409963
25.0,250,1.1,0.6,409017
25.0,250,1.1,0.7,414195
25.0,250,1.1,0.8,414324
25.0,250,1.1,0.9,418354
25.0,250,1.1,1.0,414697
25.0,250,1.2,0.5,478648
25.0,250,1.2,0.6,478648
25.0,250,1.2,0.7,473763
25.0,250,1.2,0.8,486645
25.0,250,1.2,0.9,431764
25.0,250,1.2,1.0,431786
25.0,250,1.3,0.5,538266
25.0,250,1.3,0.6,464588
25.0,250,1.3,0.7,464588
25.0,250,1.3,0.8,460420
25.0,250,1.3,0.9,479198
25.0,250,1.3,1.0,453533
25.0,250,1.4,0.5,539395
25.0,250,1.4,0.6,467594
25.0,250,1.4,0.7,467594
